ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
80	YLR194C	44	6.77e-16	8.61e-14	0.082100514	0.010167752	6.405875816	0.500797862	0.00215198	0.044100553	0.008047075	0.044100553	YLR194C	YLR194C	YLR194C	biological process unknown || molecular function unknown || YLR194C || 1086758	-7.48	2e-05	0.24	down	NA	NA	0.00317	0.00215	1.81	1.01	1	NA	up	no	ESR_up
81	YBL078C	505	2.7e-05	0.000298997	0.042571323	0.01014186	3.894657554	0.306729747	0.021849247	0.024168022	0.01748936	0.024168022	ATG8	ATG8	YBL078C	protein-vacuolar targeting* || microtubule binding || YBL078C || 1085946	-7.39	2e-05	0.57	down	up	NA	0	1.23e-07	2.38	0.69	0.993	NA	up	no	ESR_up
82	YFR017C	95	4.15e-11	2.45e-09	0.093361935	0.01414907	4.164350128	0.515769505	0.020394071	0.069171563	0.014621303	0.069171563	YFR017C	YFR017C	YFR017C	biological process unknown || molecular function unknown || YFR017C || 1084693	-7.35	2e-05	0.4	down	NA	NA	6e-05	3.58e-05	1.09	0.86	1	NA	up	no	ESR_up
83	YDR178W	677	0.000159196	0.001314203	0.025363651	0.006716593	6.056581684	0.071754706	0.002361201	0.017821704	0.007903512	0.017821704	SDH4	SDH4	YDR178W	tricarboxylic acid cycle* || succinate dehydrogenase (ubiquinone) activity || YDR178W || 1082220	-7.34	2e-05	0.33	down	NA	NA	0.00036	0.000252	0.47	0.89	1	NA	up	no	ESR_up
84	YML100W	602	7.64e-05	0.000711115	0.079984773	0.020221597	7.568842544	0.730924842	0.000726029	0.182217277	0.009003738	0.182217277	TSL1	TSL1	YML100W	response to stress* || enzyme regulator activity* || YML100W || 1082559	-7.33	2e-05	0.49	down	up	NA	0	2.23e-06	1.96	0.73	0.997	NA	up	no	ESR_up
85	YOR120W	707	0.00021245	0.001681874	0.044629506	0.012049873	5.031355575	0.216395519	0.007454499	0.057506187	0.009138689	0.057506187	GCY1	GCY1	YOR120W	response to salt stress* || aldo-keto reductase activity || YOR120W || 1081721	-7.32	2e-05	0.58	down	NA	NA	0	6.69e-08	1.73	0.69	0.994	NA	up	no	ESR_up
86	YBR026C	2713	0.089181362	0.183983813	0.009489992	0.005583229	6.230935885	0.022435389	0.002087759	0.011858459	0.007946574	0.011858459	ETR1	ETR1	YBR026C	aerobic respiration* || enoyl-[acyl-carrier protein] reductase activity || YBR026C || 1085485	-7.27	2e-05	0.65	down	up	NA	0	3.56e-09	1.9	0.61	0.966	NA	NA	no	ESR_up
87	YDR343C	166	1.47e-08	4.94e-07	0.089988641	0.015883501	5.254419381	0.437386633	0.043997098	0.068872793	0.008544537	0.068872793	HXT6	HXT6	YDR343C	hexose transport || glucose transporter activity* || YDR343C || 1082540	-7.22	3e-05	0.16	down	NA	NA	0.0223	0.015	-1.42	1.26	1	NA	up	no	ESR_up
88	YBR046C	345	3.11e-06	5.05e-05	0.076063206	0.016311268	4.66671298	0.439396251	0.011675748	0.107355533	0.010837194	0.107355533	ZTA1	ZTA1	YBR046C	biological process unknown || molecular function unknown || YBR046C || 1084664	-7.19	3e-05	0.38	down	NA	NA	1e-04	5.72e-05	1.35	0.75	0.998	NA	up	no	ESR_up
89	YBL064C	196	5.23e-08	1.49e-06	0.037832394	0.006950089	5.819475253	0.132830475	0.003212555	0.01839802	0.007900768	0.01839802	PRX1	PRX1	YBL064C	regulation of cell redox homeostasis || thioredoxin peroxidase activity || YBL064C || 1082395	-7.19	3e-05	0.69	down	up	NA	0	3.72e-10	1.49	0.62	0.974	NA	up	no	ESR_up
90	YER121W	2422	0.057056218	0.131851218	0.04615662	0.024256192	2.028240118	0.343771521	0.182821749	-0.014753901	0.080405518	0.080405518	YER121W	YER121W	YER121W	|| || YER121W || 1083604	-7.18	3e-05	0.46	down	NA	NA	0	5.18e-06	1.85	0.73	0.997	NA	NA	no	ESR_up
91	YCR083W	2106	0.031660863	0.084111379	0.014097724	0.006561151	4.803321778	0.040053345	0.009171407	0.003376486	0.010088125	0.010088125	TRX3	TRX3	YCR083W	response to oxidative stress || thiol-disulfide exchange intermediate activity || YCR083W || 1082306	-7.12	3e-05	0.69	down	NA	NA	0	2.98e-10	1.87	0.62	0.97	NA	NA	no	ESR_up
92	YFR033C	2335	0.048823383	0.116979654	0.009360613	0.004751265	6.330581731	0.041782936	0.002105679	0.004910718	0.007993918	0.007993918	QCR6	QCR6	YFR033C	aerobic respiration* || ubiquinol-cytochrome-c reductase activity || YFR033C || 1083147	-7.06	3e-05	0.61	down	NA	NA	0	2e-08	0.89	0.65	0.984	NA	NA	no	ESR_up
93	YBR047W	834	0.000533156	0.003578029	0.068923733	0.019899907	2.620256522	0.363654985	0.10466212	0.072506884	0.047881359	0.072506884	FMP23	YBR047W	YBR047W	biological process unknown || molecular function unknown || YBR047W || 1082427	-7.03	3e-05	0.28	down	NA	NA	0.00132	0.000966	1.09	0.9	1	NA	NA	no	ESR_up
94	YEL060C	204	6.16e-08	1.69e-06	0.044591168	0.008236182	8.14039986	0.209955629	0.000337965	0.030010555	0.00936735	0.030010555	PRB1	PRB1	YEL060C	sporulation* || serine-type endopeptidase activity || YEL060C || 1082757	-7.03	3e-05	0.42	down	up	NA	3e-05	1.71e-05	2.07	0.7	0.995	NA	up	no	ESR_up
95	YEL039C	215	9.33e-08	2.43e-06	0.128083457	0.023988967	3.456403538	1.609029006	0.078222403	0.179236991	0.024116023	0.179236991	CYC7	CYC7	YEL039C	electron transport || electron carrier activity || YEL039C || 1085397	-7	3e-05	0.37	down	up	NA	0.00014	8.5e-05	2.06	0.81	1	NA	up	no	ESR_up
96	YOR178C	292	1.04e-06	1.98e-05	0.081727203	0.016731988	4.294570177	0.324773393	0.016528409	0.108722459	0.013489163	0.108722459	GAC1	GAC1	YOR178C	meiosis* || protein phosphatase type 1 activity* || YOR178C || 1083947	-6.99	3e-05	0.36	down	NA	NA	0.00014	9.69e-05	0.7	0.82	1	NA	up	no	ESR_up
97	YPR151C	108	1.96e-10	1.02e-08	0.069563828	0.010930267	3.877477404	0.525054679	0.026945179	0.026504752	0.017699289	0.026504752	SUE1	SUE1	YPR151C	protein catabolism || molecular function unknown || YPR151C || 1081013	-6.96	3e-05	0.59	down	up	NA	0	3.79e-08	1.36	0.61	0.965	NA	up	no	ESR_up
98	YLR297W	4943	0.736774735	0.834256159	0.00912537	0.02714854	3.824000711	0.47260275	0.028394968	0.301350315	0.018375869	0.301350315	YLR297W	YLR297W	YLR297W	biological process unknown || molecular function unknown || YLR297W || 1081444	-6.88	3e-05	0.73	down	NA	NA	0	4.11e-11	1.99	0.59	0.954	NA	NA	no	ESR_up
99	YDR043C	1728	0.014429961	0.046738709	0.048393805	0.019781818	4.728396854	0.219101061	0.009826222	0.16524632	0.010483081	0.16524632	NRG1	NRG1	YDR043C	regulation of transcription from RNA polymerase II promoter* || DNA binding* || YDR043C || 1086826	-6.86	3e-05	0.81	down	NA	NA	0	5.54e-14	2.13	0.53	0.873	NA	up	no	ESR_up
100	YOR374W	101	7.38e-11	4.09e-09	0.070709036	0.010856981	7.648872738	0.605215058	0.000645874	0.052089715	0.009058494	0.052089715	ALD4	ALD4	YOR374W	ethanol metabolism || aldehyde dehydrogenase (NAD) activity || YOR374W || 1086104	-6.85	3e-05	0.12	down	up	NA	0.0528	0.0371	0.56	1.25	1	NA	up	no	ESR_up
101	YPR015C	259	3.56e-07	7.7e-06	0.098924557	0.01943169	2.46039931	0.377197031	0.113950648	0.003202072	0.054979354	0.054979354	YPR015C	YPR015C	YPR015C	biological process unknown || molecular function unknown || YPR015C || 1086002	-6.82	4e-05	0.59	down	NA	NA	0	4.1e-08	1.89	0.58	0.942	NA	up	no	ESR_up
102	YPL222W	376	4.77e-06	7.1e-05	0.037552029	0.008208651	5.57327973	0.159986602	0.004534319	0.025611645	0.008055766	0.025611645	FMP40	YPL222W	YPL222W	biological process unknown || molecular function unknown || YPL222W || 1086237	-6.78	5e-05	0.39	down	NA	NA	1e-04	4.41e-05	1.89	0.72	0.996	NA	NA	no	ESR_up
103	YIL045W	4260	0.474891101	0.623853256	0.006700287	0.009377016	4.332419076	0.09559563	0.013497138	0.025841102	0.013182385	0.025841102	PIG2	PIG2	YIL045W	biological process unknown || protein phosphatase regulator activity || YIL045W || 1082005	-6.78	5e-05	0.55	down	up	NA	0	2.06e-07	2.11	0.64	0.981	NA	NA	no	ESR_up
104	YMR280C	304	1.41e-06	2.6e-05	0.032939426	0.006829335	4.720956546	0.237107525	0.010341735	0.00982079	0.010524419	0.010524419	CAT8	CAT8	YMR280C	positive regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YMR280C || 1080682	-6.72	7e-05	0.34	down	NA	NA	0.00031	0.000189	0.82	0.82	1	NA	up	no	ESR_up
105	YKL071W	624	9.9e-05	0.000892514	0.063370975	0.01627778	2.850541858	0.281879523	0.079181427	0.03829462	0.039361589	0.039361589	YKL071W	YKL071W	YKL071W	biological process unknown || molecular function unknown || YKL071W || 1080860	-6.7	7e-05	0.6	down	NA	NA	0	2.92e-08	1.93	0.62	0.973	NA	up	no	ESR_up
106	YAL005C	34	7.33e-17	1.21e-14	0.095922133	0.011499197	8.637969352	0.649501132	0.000303734	0.058855242	0.009629817	0.058855242	SSA1	SSA1	YAL005C	protein folding* || ATPase activity* || YAL005C || 1083834	-6.69	7e-05	0.46	down	NA	NA	0	5.34e-06	1.3	0.65	0.985	NA	up	no	ESR_up
107	YDL021W	456	1.7e-05	0.000208493	0.06354638	0.014774245	3.300735674	0.199699604	0.04712511	0.05053028	0.02723323	0.05053028	GPM2	GPM2	YDL021W	biological process unknown || molecular function unknown* || YDL021W || 1083790	-6.66	7e-05	0.27	down	up	NA	0.00154	0.00111	2.29	0.84	1	NA	up	no	ESR_up
108	YEL011W	240	2.11e-07	4.92e-06	0.062017184	0.011950412	5.956184637	0.431361337	0.003438992	0.060453727	0.00788386	0.060453727	GLC3	GLC3	YEL011W	glycogen metabolism || 1,4-alpha-glucan branching enzyme activity || YEL011W || 1082390	-6.65	7e-05	0.59	down	up	NA	0	4.73e-08	1.88	0.62	0.969	NA	up	no	ESR_up
109	YNL200C	330	2.26e-06	3.83e-05	0.051705591	0.010934349	5.031613173	0.249827653	0.007492039	0.045997824	0.009137842	0.045997824	YNL200C	YNL200C	YNL200C	biological process unknown || molecular function unknown || YNL200C || 1081646	-6.63	7e-05	0.69	down	up	NA	0	4.38e-10	1.62	0.56	0.911	NA	up	no	ESR_up
110	YOR028C	935	0.000928841	0.005560129	0.042792967	0.012923554	4.491120387	0.237119831	0.012813584	0.061908597	0.011983138	0.061908597	CIN5	CIN5	YOR028C	regulation of transcription from RNA polymerase II promoter* || DNA binding* || YOR028C || 1084912	-6.62	7e-05	0.45	down	NA	NA	0	8.06e-06	1.93	0.66	0.988	NA	up	no	ESR_up
111	YER053C	3145	0.158840839	0.282681136	0.026514102	0.01881793	5.99399218	0.254179555	0.003007876	0.155419167	0.007889304	0.155419167	PIC2	PIC2	YER053C	phosphate transport || inorganic phosphate transporter activity || YER053C || 1085421	-6.62	7e-05	0.66	down	up	NA	0	1.53e-09	1.61	0.57	0.932	NA	NA	no	ESR_up
112	YMR105C	588	6.59e-05	0.000627244	0.07093225	0.017774666	6.242087104	0.46011866	0.002366438	0.138981189	0.007950225	0.138981189	PGM2	PGM2	YMR105C	glucose 1-phosphate utilization* || phosphoglucomutase activity || YMR105C || 1081915	-6.59	7e-05	0.45	down	up	NA	0	8.43e-06	1.75	0.71	0.995	NA	up	no	ESR_up
113	YMR114C	1584	0.009666374	0.034155744	0.02362678	0.009130979	4.051993947	0.115403924	0.021577347	0.012320785	0.015723637	0.015723637	YMR114C	YMR114C	YMR114C	biological process unknown || molecular function unknown || YMR114C || 1082978	-6.56	7e-05	0.45	down	NA	NA	0	8.36e-06	2.18	0.67	0.99	NA	up	no	ESR_up
114	YIL055C	994	0.001306232	0.00735511	0.041750046	0.012987605	4.427792634	0.414747214	0.014806628	0.060658057	0.012444088	0.060658057	YIL055C	YIL055C	YIL055C	biological process unknown || molecular function unknown || YIL055C || 1086869	-6.55	7e-05	0.5	down	NA	NA	0	1.33e-06	1.59	0.66	0.988	NA	up	no	ESR_up
115	YOR027W	1158	0.002640446	0.012762155	0.024933204	0.008292371	7.446478298	0.167351665	0.000677563	0.030086457	0.008912151	0.030086457	STI1	STI1	YOR027W	protein folding || unfolded protein binding* || YOR027W || 1084174	-6.55	7e-05	0.56	down	NA	NA	0	1.82e-07	1.69	0.57	0.936	NA	up	no	ESR_up
116	YIL107C	986	0.001258461	0.007143617	0.019930037	0.006179305	5.473836748	0.133274913	0.004392512	0.012690518	0.008154397	0.012690518	PFK26	PFK26	YIL107C	fructose 2,6-bisphosphate metabolism* || 6-phosphofructo-2-kinase activity || YIL107C || 1086372	-6.55	7e-05	0.77	down	up	NA	0	2.11e-12	1.37	0.54	0.883	NA	up	no	ESR_up
117	YPL123C	645	0.000120257	0.001043532	0.045294754	0.011778326	4.611383797	0.192965457	0.011826803	0.05023906	0.011176614	0.05023906	RNY1	RNY1	YPL123C	cellular morphogenesis || endoribonuclease activity || YPL123C || 1083255	-6.53	7e-05	0.57	down	NA	NA	0	1.05e-07	2.32	0.63	0.975	NA	up	no	ESR_up
118	YPL156C	517	3.09e-05	0.000334046	0.048318052	0.011595254	3.695415921	0.287270243	0.031176059	0.028975398	0.020155222	0.028975398	PRM4	PRM4	YPL156C	conjugation with cellular fusion || molecular function unknown || YPL156C || 1084436	-6.53	7e-05	0.46	down	NA	NA	0	5.61e-06	1.41	0.67	0.988	NA	up	no	ESR_up
119	YOR177C	1581	0.009632055	0.034099059	0.045948159	0.017749059	2.558837898	0.219252058	0.090457245	0.019086944	0.050483416	0.050483416	MPC54	MPC54	YOR177C	spore wall assembly (sensu Fungi) || structural molecule activity || YOR177C || 1084151	-6.52	7e-05	0.47	down	NA	NA	0	3.82e-06	1.93	0.67	0.989	NA	up	no	ESR_up
120	YNL036W	1446	0.006472108	0.025051444	0.037049136	0.01360674	6.568446591	0.362510164	0.001784931	0.081046239	0.00818469	0.081046239	NCE103	NCE103	YNL036W	response to oxidative stress || carbonate dehydratase activity || YNL036W || 1085773	-6.44	8e-05	0.35	down	NA	NA	2e-04	0.000127	1.65	0.77	0.999	NA	up	no	ESR_up
121	YOL126C	299	1.19e-06	2.24e-05	0.037111231	0.007641368	5.444166798	0.171769805	0.004791964	0.021331322	0.008192717	0.021331322	MDH2	MDH2	YOL126C	gluconeogenesis* || L-malate dehydrogenase activity || YOL126C || 1082223	-6.39	1e-04	0.14	down	NA	NA	0.0352	0.0237	1.85	1.19	1	NA	up	no	ESR_up
122	YOR316C	1771	0.016002618	0.050574056	0.015779027	0.006550424	6.543999123	0.042036377	0.00150432	0.017692286	0.008163587	0.017692286	COT1	COT1	YOR316C	zinc ion homeostasis* || di-, tri-valent inorganic cation transporter activity* || YOR316C || 1084049	-6.39	1e-04	0.27	down	NA	NA	0.00176	0.00124	1.57	0.83	1	NA	NA	no	ESR_up
123	YOR285W	185	3.73e-08	1.13e-06	0.042235953	0.007674802	6.253054319	0.117610728	0.001975079	0.024377307	0.00795426	0.024377307	RDL1	YOR285W	YOR285W	biological process unknown || molecular function unknown || YOR285W || 1082199	-6.39	1e-04	0.59	down	up	NA	0	5.55e-08	1.34	0.55	0.908	NA	NA	no	ESR_up
124	YMR053C	574	5.75e-05	0.000560768	0.041229345	0.010248909	4.70564263	0.196569861	0.01050494	0.036488897	0.010610694	0.036488897	STB2	STB2	YMR053C	histone deacetylation || transcriptional repressor activity || YMR053C || 1084300	-6.38	1e-04	0.78	down	up	NA	0	8.55e-13	1.78	0.54	0.881	NA	up	no	ESR_up
125	YDR046C	1448	0.006508978	0.025159359	0.104580603	0.038434981	2.130502379	1.050975926	0.139899667	0.521005234	0.073440604	0.521005234	BAP3	BAP3	YDR046C	amino acid transport || amino acid transporter activity || YDR046C || 1085414	-6.36	1e-04	0.04	down	NA	NA	0.282	0.232	1.47	2.41	1	NA	up	no	ESR_up
126	YMR090W	243	2.35e-07	5.41e-06	0.045932641	0.008885818	4.908721925	0.213383763	0.009192195	0.026132669	0.009599247	0.026132669	YMR090W	YMR090W	YMR090W	biological process unknown || molecular function unknown || YMR090W || 1082947	-6.33	1e-04	0.34	down	up	NA	0.00031	0.00019	2.1	0.78	0.999	NA	up	no	ESR_up
127	YDR001C	679	0.000161856	0.001334184	0.026368144	0.006990243	6.983572399	0.100853802	0.0009231	0.02093791	0.008493725	0.02093791	NTH1	NTH1	YDR001C	response to stress* || alpha,alpha-trehalase activity || YDR001C || 1080634	-6.3	1e-04	0.73	down	up	NA	0	2.56e-11	1.77	0.49	0.747	NA	up	no	ESR_up
128	YER024W	248	2.68e-07	6.06e-06	0.043200433	0.008397579	6.718497388	0.228770281	0.001294768	0.030254827	0.008298831	0.030254827	YAT2	YAT2	YER024W	alcohol metabolism* || carnitine O-acetyltransferase activity || YER024W || 1084100	-6.26	0.00012	0.14	down	NA	NA	0.0395	0.0268	1.71	1.11	1	NA	up	no	ESR_up
129	YPL240C	58	2.72e-14	2.63e-12	0.095289638	0.012520247	7.353621684	0.992236436	0.001107796	0.069023431	0.008832878	0.069023431	HSP82	HSP82	YPL240C	response to stress* || ATPase activity, coupled || YPL240C || 1081205	-6.23	0.00013	0.62	down	NA	NA	0	1e-08	1.75	0.55	0.908	NA	up	no	ESR_up
130	YHR097C	178	2.97e-08	9.35e-07	0.05138758	0.00927063	5.089129223	0.267798444	0.006423724	0.032026966	0.008959578	0.032026966	YHR097C	YHR097C	YHR097C	biological process unknown || molecular function unknown || YHR097C || 1086803	-6.23	0.00013	0.43	down	up	NA	3e-05	1.46e-05	1.83	0.63	0.977	NA	up	no	ESR_up
131	YJL151C	890	0.000726984	0.004571828	0.032465636	0.009607505	6.049657075	0.083313671	0.002452715	0.038843179	0.007901729	0.038843179	SNA3	SNA3	YJL151C	biological process unknown || molecular function unknown || YJL151C || 1084357	-6.21	0.00014	0.38	down	NA	NA	1e-04	6.3e-05	1.8	0.58	0.947	NA	up	no	ESR_up
132	YHR087W	483	2.37e-05	0.000274971	0.11126483	0.026325144	4.674684957	1.464420938	0.019600361	0.290446359	0.010789976	0.290446359	RTC3	YHR087W	YHR087W	RNA metabolism || molecular function unknown || YHR087W || 1084697	-6.2	0.00015	0.4	down	up	NA	5e-05	3.08e-05	2.21	0.65	0.986	NA	NA	no	ESR_up
133	YJL048C	542	3.86e-05	0.00039889	0.03068023	0.007454019	7.202488527	0.120247984	0.000816942	0.024041081	0.00869399	0.024041081	UBX6	UBX6	YJL048C	ubiquitin-dependent protein catabolism* || molecular function unknown || YJL048C || 1085578	-6.16	0.00017	0.63	down	up	NA	0	7.9e-09	1.86	0.53	0.863	NA	up	no	ESR_up
134	YBR056W	1064	0.001800383	0.009470624	0.034196693	0.010955821	6.030268965	0.227583694	0.002492098	0.051208047	0.007896961	0.051208047	YBR056W	YBR056W	YBR056W	biological process unknown || molecular function unknown || YBR056W || 1081306	-6.11	0.00019	0.72	down	up	NA	0	7.43e-11	1.9	0.52	0.843	NA	up	no	ESR_up
135	YDR504C	4524	0.577767636	0.714802268	0.005935285	0.010662538	3.795389229	0.060593203	0.025420314	0.025443252	0.018752686	0.025443252	SPG3	SPG3	YDR504C	biological process unknown || molecular function unknown || YDR504C || 1085458	-6.07	0.00021	0.64	down	NA	NA	0	4.22e-09	1.46	0.53	0.872	NA	NA	no	ESR_up
136	YOL083W	1092	0.002022835	0.010367958	0.038753727	0.012554421	4.320593717	0.175614194	0.014836073	0.055678521	0.013277426	0.055678521	YOL083W	YOL083W	YOL083W	biological process unknown || molecular function unknown || YOL083W || 1081853	-6.04	0.00022	0.68	down	up	NA	0	6.09e-10	1.65	0.51	0.814	NA	up	no	ESR_up
137	YMR096W	1108	0.002195874	0.011092332	0.070226584	0.022932057	6.103743661	0.610146295	0.002781764	0.232491009	0.00791622	0.232491009	SNZ1	SNZ1	YMR096W	pyridoxine metabolism* || protein binding || YMR096W || 1084738	-6.02	0.00022	0.12	down	NA	NA	0.0599	0.0423	1.15	1.18	1	NA	up	no	ESR_up
138	YJR096W	1318	0.004275927	0.018156838	0.024857532	0.008700406	5.029928568	0.107228512	0.006343606	0.027522454	0.009143388	0.027522454	YJR096W	YJR096W	YJR096W	arabinose catabolism* || aldo-keto reductase activity* || YJR096W || 1081068	-6.02	0.00022	0.68	down	up	NA	0	8.09e-10	1.84	0.5	0.781	NA	up	no	ESR_up
139	YNL195C	116	4.4e-10	2.12e-08	0.077160038	0.012366786	3.45131509	0.334197304	0.036328321	0.032094236	0.024210703	0.032094236	YNL195C	YNL195C	YNL195C	biological process unknown || molecular function unknown || YNL195C || 1083393	-6.01	0.00023	0.56	down	up	NA	0	1.87e-07	1.72	0.57	0.929	NA	up	no	ESR_up
140	YLR267W	138	3.19e-09	1.29e-07	0.089830077	0.015169649	3.706500664	0.75589718	0.034891093	0.068061355	0.019992888	0.068061355	BOP2	YLR267W	YLR267W	biological process unknown || molecular function unknown || YLR267W || 1082494	-5.98	0.00024	0.26	down	up	NA	0.00222	0.00151	1.66	0.75	0.998	NA	NA	no	ESR_up
141	YOR273C	2991	0.132994367	0.248869767	0.024746415	0.016471278	7.032887786	0.230818251	0.001108305	0.12026977	0.008537181	0.12026977	TPO4	TPO4	YOR273C	polyamine transport || spermine transporter activity* || YOR273C || 1082132	-5.93	0.00027	0.39	down	NA	NA	1e-04	4.67e-05	1.68	0.67	0.99	NA	NA	no	ESR_up
142	YLR345W	1700	0.013196107	0.04344624	0.025430049	0.010260537	5.345040068	0.145293627	0.004985018	0.042115513	0.008359825	0.042115513	YLR345W	YLR345W	YLR345W	biological process unknown || molecular function unknown || YLR345W || 1084714	-5.87	0.00035	0.72	down	up	NA	0	6.86e-11	1.55	0.51	0.831	NA	up	no	ESR_up
143	YAL034C	1735	0.014622029	0.047169737	0.02117408	0.008672188	5.568572469	0.064341844	0.003827764	0.029818975	0.008059605	0.029818975	FUN19	FUN19	YAL034C	biological process unknown || molecular function unknown || YAL034C || 1081181	-5.86	0.00035	0.5	down	NA	NA	0	1.46e-06	1.72	0.54	0.877	NA	up	no	ESR_up
144	YIL113W	3081	0.147552774	0.268047023	0.022276445	0.015381843	3.184878587	0.275529631	0.05980207	0.046050739	0.029875193	0.046050739	SDP1	SDP1	YIL113W	MAPKKK cascade during cell wall biogenesis || MAP kinase phosphatase activity || YIL113W || 1082251	-5.86	0.00035	0.41	down	up	NA	5e-05	2.53e-05	2.33	0.65	0.985	NA	NA	no	ESR_up
145	YKR009C	1920	0.022256247	0.064879277	0.015385756	0.006730527	4.706637798	0.029730087	0.009661695	0.006348157	0.010605039	0.010605039	FOX2	FOX2	YKR009C	fatty acid beta-oxidation || 3-hydroxyacyl-CoA dehydrogenase activity* || YKR009C || 1082997	-5.82	0.00036	0.25	down	up	NA	0.0027	0.00182	1.37	0.67	0.989	NA	NA	no	ESR_up
146	YPL230W	293	1.04e-06	1.98e-05	0.081877951	0.016762133	3.837532588	0.612873952	0.029437365	0.096265223	0.018201298	0.096265223	USV1	YPL230W	YPL230W	biological process unknown || molecular function unknown || YPL230W || 1085008	-5.82	0.00036	0.26	down	up	NA	0.00191	0.00132	1.51	0.78	0.999	NA	NA	no	ESR_up
147	YKR049C	1146	0.002511241	0.012264762	0.040503261	0.013402872	4.196935604	0.200930367	0.017092432	0.063275242	0.01432413	0.063275242	FMP46	YKR049C	YKR049C	biological process unknown || molecular function unknown || YKR049C || 1080838	-5.8	0.00037	0.64	down	up	NA	0	4.6e-09	1.54	0.47	0.665	NA	NA	no	ESR_up
148	YMR085W	201	5.75e-08	1.6e-06	0.062428205	0.011504761	4.191049035	0.367887747	0.018939774	0.040276468	0.014377096	0.040276468	YMR085W	YMR085W	YMR085W	biological process unknown || molecular function unknown || YMR085W || 1083726	-5.79	0.00037	0.51	down	NA	NA	0	1.11e-06	1.72	0.57	0.93	NA	up	no	ESR_up
149	YGL096W	5089	0.798632244	0.878354229	0.00325404	0.012755058	4.527139529	0.147952002	0.012134162	0.060652286	0.011731928	0.060652286	TOS8	TOS8	YGL096W	G1/S-specific transcription in mitotic cell cycle || transcription factor activity || YGL096W || 1085186	-5.77	4e-04	0.39	down	up	NA	1e-04	4.67e-05	1.08	0.62	0.974	NA	NA	no	ESR_up
150	YER150W	162	1.26e-08	4.35e-07	0.113876767	0.020007996	5.249952838	0.776417362	0.007861421	0.171237435	0.008554262	0.171237435	SPI1	SPI1	YER150W	biological process unknown || molecular function unknown || YER150W || 1084679	-5.74	0.00041	0.33	down	up	NA	0.00034	0.000245	1.63	0.68	0.991	NA	up	no	ESR_up
151	YHR209W	27	1e-17	2.08e-15	0.076798681	0.008957537	4.738374249	0.527101028	0.011510924	0.024386463	0.010428245	0.024386463	CRG1	YHR209W	YHR209W	biological process unknown || S-adenosylmethionine-dependent methyltransferase activity || YHR209W || 1082788	-5.73	0.00041	0.4	down	NA	NA	6e-05	3.77e-05	1.86	0.61	0.966	NA	NA	no	ESR_up
152	YMR271C	1596	0.010066585	0.035280323	0.02330976	0.009057492	3.966300709	0.081191487	0.020051768	0.015006397	0.016651227	0.016651227	URA10	URA10	YMR271C	'de novo' pyrimidine base biosynthesis || orotate phosphoribosyltransferase activity || YMR271C || 1081751	-5.72	0.00041	0.64	down	up	NA	0	4.12e-09	1.85	0.49	0.769	NA	up	no	ESR_up
153	YMR081C	265	4.41e-07	9.32e-06	0.121658944	0.024088251	2.314301169	0.891301905	0.152955833	0.10663907	0.062462499	0.10663907	ISF1	ISF1	YMR081C	aerobic respiration || molecular function unknown || YMR081C || 1086434	-5.7	0.00043	0.29	down	up	NA	0.00108	0.000761	0.58	0.78	0.999	NA	up	no	ESR_up
154	YJR061W	4691	0.633148254	0.755431843	0.005418844	0.011353111	5.298496555	0.098741848	0.005552746	0.052112667	0.008451925	0.052112667	YJR061W	YJR061W	YJR061W	biological process unknown || molecular function unknown || YJR061W || 1082174	-5.68	0.00044	0.64	down	NA	NA	0	4.13e-09	1.41	0.44	0.56	NA	NA	no	ESR_up
155	YMR104C	234	1.81e-07	4.35e-06	0.035697665	0.006841516	5.671884798	0.200020532	0.00418545	0.01675521	0.007987038	0.01675521	YPK2	YPK2	YMR104C	protein amino acid phosphorylation || protein kinase activity || YMR104C || 1084189	-5.67	0.00045	0.31	down	NA	NA	0.00066	0.000473	1.02	0.75	0.998	NA	up	no	ESR_up
156	YLR054C	405	8.53e-06	0.000117388	0.066760197	0.014997226	2.990279776	0.506654207	0.065598164	0.018819532	0.035027216	0.035027216	OSW2	OSW2	YLR054C	spore wall assembly (sensu Fungi) || molecular function unknown || YLR054C || 1082136	-5.65	0.00046	0.39	down	NA	NA	1e-04	4.4e-05	2.04	0.65	0.985	NA	up	no	ESR_up
157	YNL012W	1367	0.005095887	0.020864434	0.037565106	0.013411755	3.498787853	0.28166468	0.038225644	0.042248587	0.023345193	0.042248587	SPO1	SPO1	YNL012W	meiosis || phospholipase activity || YNL012W || 1080764	-5.65	0.00045	0.72	down	NA	NA	0	6.84e-11	1.66	0.48	0.712	NA	up	no	ESR_up
