ORF	entrex.id	pval	qval	b	se_b	mean_obs	var_obs	tech_var	sigma_sq	smooth_sigma_sq	final_sigma_sq	gene_id	Name	Link	Annotation	Growth.Rate.Slope	Bootstrapped.p.value.of.slope	R.2	Growth.Rate.Response..1.5SD	ESR	Calibration.gene.	Bootstrapped.p.value.of.R.2	p.value.of.R.2	Growth.Rate.Baseline	Variability	Bootstrapped.p.value.of.variability	Unresponsive.	beta.sig_up.down.	subtelomeric	category
77	YKL220C	1294	0.004022419	0.017401745	0.02112421	0.00734398	4.647706749	0.09907309	0.010253691	0.013875822	0.010951488	0.013875822	FRE2	FRE2	YKL220C	iron ion transport* || ferric-chelate reductase activity || YKL220C || 1081007	-3.23	0.027	0.12	NA	NA	NA	0.0595	0.042	1.14	0.53	0.864	NA	up	TEL	TELO
78	YPR185W	4651	0.617108846	0.742627007	0.004979399	0.009959753	5.270970475	0.054778657	0.005485589	0.038893949	0.008509069	0.038893949	ATG13	ATG13	YPR185W	protein-vacuolar targeting* || protein binding || YPR185W || 1084818	-3.18	0.0287	0.41	NA	NA	NA	5e-05	2.77e-05	0.62	0.36	0.17	NA	NA	TEL	TELO
79	YGL248W	618	9.94e-05	0.000892514	0.027478276	0.007059944	5.48804828	0.180209478	0.004273841	0.018025298	0.008137689	0.018025298	PDE1	PDE1	YGL248W	cAMP-mediated signaling || cAMP-specific phosphodiesterase activity || YGL248W || 1081768	-3.16	0.0294	0.41	NA	up	NA	4e-05	2.47e-05	1.11	0.33	0.0777	NA	up	TEL	TELO
80	YNL332W	256	3.13e-07	6.85e-06	0.077556091	0.015161793	3.551738869	0.911553892	0.06320957	0.03963628	0.022425504	0.03963628	THI12	THI12	YNL332W	thiamin biosynthesis || molecular function unknown || YNL332W || 1081265	-3.12	0.0317	0.27	NA	NA	NA	0.00168	0.00119	0.17	0.43	0.512	NA	up	TEL	TELO
81	YIL161W	4414	0.53217009	0.674797461	-0.006034522	0.009659922	3.988321569	0.041532204	0.020420791	0.02132694	0.016405294	0.02132694	YIL161W	YIL161W	YIL161W	biological process unknown || molecular function unknown || YIL161W || 1082761	-3.1	0.0325	0.41	NA	NA	NA	4e-05	2.42e-05	0.9	0.33	0.0704	NA	NA	TEL	TELO
82	YLR462W	5257	0.855182424	0.91049192	-0.002450423	0.013426231	4.249078267	0.093072486	0.029803512	0.050844538	0.013868444	0.050844538	YLR462W	YLR462W	YLR462W	biological process unknown || molecular function unknown || YLR462W || 1085602	-3.1	0.0326	0.3	NA	NA	NA	0.00071	0.000506	1.1	0.38	0.27	NA	NA	TEL	TELO
83	YDL239C	5172	0.828420267	0.896368266	-0.001448656	0.006684209	5.131190711	0.049130692	0.006191919	0.013796833	0.008841654	0.013796833	ADY3	ADY3	YDL239C	protein complex assembly* || protein binding || YDL239C || 1085978	-3.08	0.0335	0.1	NA	NA	NA	0.0908	0.0657	1.27	0.6	0.958	NA	NA	TEL	TELO
84	YNL336W	181	3.1e-08	9.58e-07	0.0400892	0.00724182	6.545465941	0.146683808	0.002246679	0.021216191	0.008164859	0.021216191	COS1	COS1	YNL336W	biological process unknown || molecular function unknown || YNL336W || 1086056	-3.08	0.0335	0.1	NA	NA	NA	0.0768	0.0548	0.64	0.7	0.995	NA	up	TEL	TELO
85	YBR298C	589	6.77e-05	0.000643796	0.050736932	0.012735005	4.572684981	0.19641375	0.011471437	0.061086325	0.011426016	0.061086325	MAL31	MAL31	YBR298C	alpha-glucoside transport || alpha-glucoside:hydrogen symporter activity || YBR298C || 1085908	-3.02	0.0369	0.13	NA	NA	NA	0.0438	0.0301	0.05	0.62	0.972	NA	up	TEL	TELO
86	YBL103C	3295	0.189361064	0.321570757	-0.007057208	0.005377037	5.349032993	0.00884825	0.004583003	0.002559788	0.008352154	0.008352154	RTG3	RTG3	YBL103C	transcription initiation from RNA polymerase II promoter || specific RNA polymerase II transcription factor activity || YBL103C || 1086897	-2.97	0.04	0.62	NA	NA	NA	0	1.03e-08	0.55	0.26	0.0037	NA	NA	TEL	TELO
87	YBR284W	39	2.31e-16	3.31e-14	0.08147687	0.009930122	4.596076469	0.432380799	0.012762186	0.031353684	0.011274096	0.031353684	YBR284W	YBR284W	YBR284W	biological process unknown || molecular function unknown || YBR284W || 1083548	-2.85	0.0472	0.34	NA	NA	NA	0.00029	0.000175	0.25	0.33	0.0761	NA	up	TEL	TELO
88	YBR287W	2396	0.054451355	0.127197091	0.01098124	0.005709794	7.799172542	0.03506479	0.000400519	0.014185158	0.009157998	0.014185158	YBR287W	YBR287W	YBR287W	biological process unknown || molecular function unknown || YBR287W || 1084529	-2.85	0.0473	0.09	NA	up	NA	0.105	0.0771	1.11	0.65	0.985	NA	NA	TEL	TELO
89	YNL327W	1478	0.007030762	0.026624611	-0.014083206	0.005224935	8.283769607	0.067650554	0.00026974	0.011943967	0.009448274	0.011943967	EGT2	EGT2	YNL327W	cytokinesis || cellulase activity || YNL327W || 1081393	-2.83	0.0486	0.14	NA	NA	NA	0.0367	0.0249	0.8	0.48	0.732	NA	down	TEL	TELO
90	YJR149W	593	7.01e-05	0.000661791	0.044210128	0.011119555	4.467601234	0.163593999	0.012928102	0.042389131	0.0121515	0.042389131	YJR149W	YJR149W	YJR149W	biological process unknown || molecular function unknown || YJR149W || 1085575	-2.82	0.0495	0.26	NA	NA	NA	0.00227	0.00154	0.32	0.41	0.386	NA	up	TEL	TELO
91	YHL050C	2107	0.031663869	0.084111379	0.029638481	0.01379414	5.007867901	0.169275242	0.011455496	0.073672987	0.009217853	0.073672987	YHL050C	YHL050C	YHL050C	biological process unknown || helicase activity || YHL050C || 1081717	-2.76	0.0545	0.22	NA	NA	NA	0.00638	0.0042	0.54	0.35	0.143	NA	NA	TEL	TELO
92	YML117W	2294	0.044564982	0.108731563	0.009247231	0.004603504	7.156533907	0.029277223	0.000830247	0.003171177	0.008650939	0.008650939	NAB6	NAB6	YML117W	biological process unknown || RNA binding || YML117W || 1085226	-2.72	0.0572	0.35	NA	NA	NA	0.00023	0.000147	0.81	0.28	0.0084	NA	NA	TEL	TELO
93	YOR382W	105	1.61e-10	8.58e-09	0.086396734	0.013510845	4.297802363	0.625829619	0.019006197	0.062661569	0.013462674	0.062661569	FIT2	FIT2	YOR382W	siderophore transport || molecular function unknown || YOR382W || 1084080	-2.7	0.0591	0.01	NA	NA	NA	0.565	0.518	-0.63	1.91	1	NA	up	TEL	TELO
94	YBL101C	5548	0.981633771	0.990303572	0.000158774	0.006897003	7.123983925	0.046136996	0.000864226	0.020417481	0.008620563	0.020417481	ECM21	ECM21	YBL101C	cell wall organization and biogenesis || molecular function unknown || YBL101C || 1083878	-2.62	0.0664	0.26	NA	NA	NA	0.00205	0.00142	0.54	0.34	0.106	NA	NA	TEL	TELO
95	YFL058W	524	3.34e-05	0.000356901	0.114728388	0.027651229	2.891816454	1.54524389	0.141634733	0.200434887	0.038021021	0.200434887	THI5	THI5	YFL058W	thiamin biosynthesis || molecular function unknown || YFL058W || 1083057	-2.62	0.0661	0.19	NA	NA	NA	0.0119	0.00777	0.16	0.42	0.472	NA	up	TEL	TELO
96	YLR454W	2908	0.118880794	0.228808736	0.011711538	0.007509858	7.783758893	0.04350409	0.000474782	0.024757069	0.009147996	0.024757069	FMP27	YLR454W	YLR454W	biological process unknown || molecular function unknown || YLR454W || 1082902	-2.62	0.0665	0.13	NA	NA	NA	0.0405	0.0276	0.41	0.47	0.672	NA	NA	TEL	TELO
97	YAR035W	631	0.000105689	0.000937465	0.116648425	0.030086156	4.287765318	0.800389125	0.021847059	0.383119377	0.013545105	0.383119377	YAT1	YAT1	YAR035W	alcohol metabolism* || carnitine O-acetyltransferase activity || YAR035W || 1085028	-2.61	0.0669	0.03	NA	NA	NA	0.376	0.323	0.73	0.95	1	NA	up	TEL	TELO
98	YEL075C	3352	0.202446163	0.33803436	0.031054501	0.024363862	3.090629555	0.239356494	0.233318071	-0.095779955	0.032251237	0.032251237	YEL075C	YEL075C	YEL075C	biological process unknown || molecular function unknown || YEL075C || 1082188	-2.53	0.0749	0.23	NA	NA	NA	0.00422	0.00284	0.87	0.35	0.143	NA	NA	TEL	TELO
99	YLL053C	5016	0.764831766	0.85342173	0.006059589	0.02025657	4.165736089	0.167431456	0.019637191	0.16393947	0.014608464	0.16393947	YLL053C	YLL053C	YLL053C	biological process unknown || molecular function unknown || YLL053C || 1086348	-2.51	0.0778	0.06	NA	NA	NA	0.21	0.166	0.23	0.69	0.993	NA	NA	TEL	TELO
100	YBL099W	2819	0.104219394	0.206788195	0.008301722	0.005109591	8.93941064	0.015853434	0.000136477	0.011543926	0.009763239	0.011543926	ATP1	ATP1	YBL099W	ATP synthesis coupled proton transport || hydrogen-transporting ATP synthase activity, rotational mechanism || YBL099W || 1086465	-2.48	0.0808	0.14	NA	NA	NA	0.0343	0.023	-0.37	0.47	0.681	NA	NA	TEL	TELO
101	YJR148W	2498	0.064624846	0.144740002	0.030496661	0.016503911	6.837555147	0.182195003	0.001209586	0.120649915	0.00837654	0.120649915	BAT2	BAT2	YJR148W	branched chain family amino acid biosynthesis* || branched-chain-amino-acid transaminase activity || YJR148W || 1086762	-2.44	0.0851	0.04	NA	NA	NA	0.311	0.261	0.18	0.98	1	NA	NA	TEL	TELO
102	YBR299W	411	8.83e-06	0.000120196	0.090384862	0.020338192	2.825000985	0.83876524	0.135542653	0.0495164	0.040217771	0.0495164	MAL32	MAL32	YBR299W	maltose catabolism || alpha-glucosidase activity || YBR299W || 1083783	-2.42	0.0872	0.03	NA	NA	NA	0.4	0.348	-1.63	1.14	1	NA	up	TEL	TELO
103	YER178W	1412	0.005892225	0.02335608	0.01298297	0.004714703	9.126434727	0.013633602	0.000108676	0.007522149	0.009836085	0.009836085	PDA1	PDA1	YER178W	pyruvate metabolism || pyruvate dehydrogenase (acetyl-transferring) activity || YER178W || 1082355	-2.42	0.0877	0.21	NA	NA	NA	0.0074	0.0049	0.31	0.37	0.207	NA	up	TEL	TELO
104	YGR292W	329	2.18e-06	3.7e-05	0.105519561	0.022278759	2.680336377	1.073359347	0.118762745	0.103295867	0.045477299	0.103295867	MAL12	MAL12	YGR292W	maltose catabolism || alpha-glucosidase activity || YGR292W || 1082618	-2.4	0.0896	0.02	NA	NA	NA	0.417	0.365	-1.74	1.17	1	NA	up	TEL	TELO
105	YNL335W	3249	0.178442582	0.307449887	0.031028092	0.023059512	3.241848231	0.284241472	0.209355881	-0.130856208	0.028539425	0.028539425	DDI3	YNL335W	YNL335W	biological process unknown || molecular function unknown || YNL335W || 1082520	-2.39	0.0911	0.06	NA	NA	NA	0.189	0.147	0.55	0.56	0.915	NA	NA	TEL	TELO
106	YCL049C	320	1.89e-06	3.3e-05	0.031201546	0.006548148	5.896674435	0.072204146	0.003064401	0.016118869	0.007882834	0.016118869	YCL049C	YCL049C	YCL049C	biological process unknown || molecular function unknown || YCL049C || 1083854	-2.36	0.0941	0.15	NA	NA	NA	0.0306	0.0204	0.02	0.39	0.313	NA	up	TEL	TELO
107	YFR046C	5460	0.941117066	0.964731175	-0.000687407	0.00930614	4.24541417	0.041729839	0.014986899	0.023758914	0.013899687	0.023758914	CNN1	CNN1	YFR046C	chromosome segregation || molecular function unknown || YFR046C || 1083949	-2.36	0.0941	0.49	NA	NA	NA	0	1.87e-06	0.45	0.25	0.0019	NA	NA	TEL	TELO
108	YER189W	5556	0.984439827	0.991704412	-0.000341972	0.0175343	3.269880156	0.159947907	0.098806248	0.038744349	0.02790844	0.038744349	YER189W	YER189W	YER189W	biological process unknown || molecular function unknown || YER189W || 1086664	-2.35	0.0954	0.17	NA	NA	NA	0.017	0.0113	0.89	0.38	0.241	NA	NA	TEL	TELO
109	YLR451W	2938	0.124646638	0.237378741	-0.007442691	0.004846894	6.047483242	0.01530157	0.002609064	0.006235304	0.007901177	0.007901177	LEU3	LEU3	YLR451W	regulation of transcription from RNA polymerase II promoter* || specific RNA polymerase II transcription factor activity || YLR451W || 1082876	-2.35	0.0962	0.47	NA	NA	NA	0	4.16e-06	0.51	0.2	0	NA	NA	TEL	TELO
110	YFL061W	613	8.72e-05	0.000796518	0.118836624	0.030287682	2.819089791	1.149040159	0.369990883	0.035975959	0.040418893	0.040418893	DDI2	YFL061W	YFL061W	biological process unknown || molecular function unknown || YFL061W || 1082195	-2.29	0.105	0.06	NA	NA	NA	0.192	0.151	0.55	0.53	0.874	NA	NA	TEL	TELO
111	YNL334C	1550	0.008649322	0.031232423	0.04065283	0.01548318	3.840834592	0.380825644	0.089093082	-0.008744913	0.01815905	0.01815905	SNO2	SNO2	YNL334C	thiamin biosynthesis* || molecular function unknown || YNL334C || 1081489	-2.28	0.105	0.18	NA	NA	NA	0.0154	0.0101	0.16	0.32	0.0535	NA	up	TEL	TELO
112	YPR193C	2070	0.028987507	0.078378298	0.042721811	0.019564347	2.477355274	0.447318776	0.117069281	-0.041579196	0.054175107	0.054175107	HPA2	HPA2	YPR193C	histone acetylation || histone acetyltransferase activity || YPR193C || 1085882	-2.28	0.106	0.15	NA	NA	NA	0.0273	0.0182	-0.23	0.38	0.269	NA	NA	TEL	TELO
113	YPR203W	1483	0.007193732	0.02714991	0.028492712	0.010600991	4.105387136	0.173341501	0.025262885	0.025015186	0.015184358	0.025015186	YPR203W	YPR203W	YPR203W	biological process unknown || molecular function unknown || YPR203W || 1085078	-2.26	0.108	0.19	NA	NA	NA	0.0121	0.00785	0.89	0.32	0.0608	NA	up	TEL	TELO
114	YBR296C	21	2.89e-19	7.7e-17	0.13064237	0.014559749	4.16852438	1.314940518	0.030662379	0.064178027	0.014582689	0.064178027	PHO89	PHO89	YBR296C	phosphate transport || sodium:inorganic phosphate symporter activity || YBR296C || 1081549	-2.25	0.109	0.01	NA	NA	NA	0.65	0.609	1.13	1.7	1	NA	up	TEL	TELO
115	YHL049C	1712	0.013852213	0.045286703	0.028966332	0.011769797	5.212863424	0.111247834	0.014306356	0.047669652	0.008637742	0.047669652	YHL049C	YHL049C	YHL049C	biological process unknown || molecular function unknown || YHL049C || 1083686	-2.22	0.115	0.19	NA	NA	NA	0.0123	0.00805	0.92	0.32	0.0507	NA	up	TEL	TELO
116	YPR188C	4484	0.560503642	0.699629546	-0.003493478	0.006001574	5.029904856	0.024992152	0.006971	0.004462324	0.009143466	0.009143466	MLC2	MLC2	YPR188C	cytokinesis, contractile ring contraction || myosin II binding || YPR188C || 1084493	-2.2	0.118	0.23	NA	NA	NA	0.00497	0.00334	0.79	0.32	0.0531	NA	NA	TEL	TELO
117	YCR095C	2959	0.128300161	0.242675132	-0.010038347	0.006600531	4.816663375	0.024682032	0.009469514	0.002183043	0.0100219	0.0100219	OCA4	YCR095C	YCR095C	biological process unknown || molecular function unknown || YCR095C || 1086712	-2.19	0.119	0.2	NA	NA	NA	0.0101	0.00668	0.68	0.31	0.0332	NA	NA	TEL	TELO
118	YBR290W	3315	0.193613167	0.326871541	-0.008532169	0.006563386	4.963210293	0.024987711	0.007624956	0.011647701	0.009379658	0.011647701	BSD2	BSD2	YBR290W	protein-vacuolar targeting* || molecular function unknown* || YBR290W || 1083296	-2.14	0.127	0.56	NA	NA	NA	0	1.57e-07	0.41	0.2	0	NA	NA	TEL	TELO
119	YML120C	3033	0.139990544	0.258334018	0.007739435	0.005244137	6.732342466	0.055508497	0.001347223	0.01095642	0.008307059	0.01095642	NDI1	NDI1	YML120C	mitochondrial electron transport, NADH to ubiquinone || oxidoreductase activity, acting on NADH or NADPH, quinone or similar compound as acceptor || YML120C || 1083797	-2.11	0.132	0.08	NA	NA	NA	0.127	0.0948	-0.2	0.5	0.786	NA	NA	TEL	TELO
120	YKR097W	61	9.84e-14	9.02e-12	0.060484689	0.008126287	4.267950831	0.167986037	0.015834698	0.005639951	0.013709348	0.013709348	PCK1	PCK1	YKR097W	gluconeogenesis || phosphoenolpyruvate carboxykinase (ATP) activity || YKR097W || 1082571	-2.05	0.142	0.01	NA	NA	NA	0.59	0.546	0.23	1.05	1	NA	up	TEL	TELO
121	YGR281W	5485	0.951874305	0.970956896	0.000460497	0.007630033	7.490202454	0.103512667	0.000624412	0.025421437	0.00894681	0.025421437	YOR1	YOR1	YGR281W	transport* || xenobiotic-transporting ATPase activity || YGR281W || 1081779	-2.03	0.146	0.12	NA	NA	NA	0.0492	0.0345	0.5	0.4	0.34	NA	NA	TEL	TELO
122	YGR288W	390	6.55e-06	9.37e-05	0.028976684	0.006427904	4.792126355	0.045041099	0.008340549	0.008836762	0.010144659	0.010144659	MAL13	MAL13	YGR288W	regulation of transcription, DNA-dependent* || transcription factor activity || YGR288W || 1085637	-2.03	0.147	0.17	NA	NA	NA	0.0186	0.0123	0.27	0.35	0.134	NA	up	TEL	TELO
123	YPR199C	3608	0.264004796	0.409544025	-0.005968236	0.005343212	5.381515841	0.019578027	0.004481624	0.005190068	0.008291301	0.008291301	ARR1	ARR1	YPR199C	positive regulation of transcription from RNA polymerase II promoter* || RNA polymerase II transcription factor activity || YPR199C || 1084250	-1.99	0.155	0.33	NA	NA	NA	0.00039	0.000277	0.62	0.24	0.001	NA	NA	TEL	TELO
124	YGR289C	258	3.56e-07	7.7e-06	0.061632459	0.012106111	4.270566668	0.34483686	0.018912105	0.046656346	0.013687536	0.046656346	MAL11	MAL11	YGR289C	alpha-glucoside transport* || alpha-glucoside:hydrogen symporter activity* || YGR289C || 1085933	-1.95	0.164	0.06	NA	NA	NA	0.177	0.138	-0.55	0.5	0.793	NA	up	TEL	TELO
125	YFL060C	4222	0.461050965	0.611203755	0.016224908	0.022011294	3.496010365	0.785382085	0.193364081	-0.036717382	0.023394746	0.023394746	SNO3	SNO3	YFL060C	thiamin biosynthesis* || molecular function unknown || YFL060C || 1086507	-1.94	0.165	0.13	NA	NA	NA	0.0473	0.0327	0.07	0.31	0.0388	NA	NA	TEL	TELO
126	YPL268W	2411	0.056274688	0.130638501	-0.010653681	0.005581051	5.342716517	0.014890555	0.005571034	-0.000110173	0.008364305	0.008364305	PLC1	PLC1	YPL268W	pseudohyphal growth* || phosphoinositide phospholipase C activity || YPL268W || 1080866	-1.94	0.165	0.26	NA	NA	NA	0.00193	0.00134	0.53	0.25	0.0014	NA	NA	TEL	TELO
127	YBL112C	4036	0.393266628	0.54537	0.029330969	0.034357131	2.136409552	0.586052841	0.33119463	0.19690933	0.073057976	0.19690933	YBL112C	YBL112C	YBL112C	biological process unknown || molecular function unknown || YBL112C || 1082344	-1.92	0.169	0.08	NA	NA	NA	0.121	0.0901	0.84	0.39	0.28	NA	NA	TEL	TELO
128	YDR534C	1579	0.009536441	0.033803331	0.027082725	0.010447777	4.222009749	0.105313352	0.0179325	0.030902754	0.014102005	0.030902754	FIT1	FIT1	YDR534C	siderophore transport || molecular function unknown || YDR534C || 1086108	-1.92	0.17	0.06	NA	NA	NA	0.211	0.167	0.06	0.53	0.876	NA	up	TEL	TELO
129	YHL034C	4469	0.554630941	0.694622819	0.003363936	0.005693527	7.361891243	0.018856001	0.000683271	0.013819415	0.008840194	0.013819415	SBP1	SBP1	YHL034C	RNA metabolism || RNA binding || YHL034C || 1084387	-1.92	0.17	0.11	NA	NA	NA	0.0616	0.0435	0.33	0.35	0.126	NA	NA	TEL	TELO
130	YJR160C	3609	0.264193469	0.409723149	0.024017855	0.021511075	3.30567341	0.376877036	0.146156136	0.060862707	0.027127021	0.060862707	MPH3	MPH3	YJR160C	carbohydrate transport || carbohydrate transporter activity* || YJR160C || 1086751	-1.92	0.169	0.18	NA	NA	NA	0.016	0.0104	0.33	0.28	0.0131	NA	NA	TEL	TELO
131	YOR380W	2877	0.112133482	0.218071959	0.010486373	0.006600698	5.253392909	0.033675334	0.005111149	0.014381255	0.008546766	0.014381255	RDR1	RDR1	YOR380W	response to xenobiotic stimulus || transcription factor activity || YOR380W || 1086831	-1.9	0.172	0.25	NA	NA	NA	0.00268	0.00178	0.5	0.25	0.0015	NA	NA	TEL	TELO
132	YPR196W	463	1.8e-05	0.000218273	0.029928467	0.006979934	4.60765544	0.057789912	0.010596362	0.007685505	0.011200216	0.011200216	YPR196W	YPR196W	YPR196W	biological process unknown || molecular function unknown || YPR196W || 1086839	-1.86	0.183	0.28	NA	NA	NA	0.00129	0.000936	0.33	0.24	0.0013	NA	up	TEL	TELO
133	YKL222C	1346	0.004798749	0.019954381	0.016717452	0.005927666	5.100243257	0.028363069	0.006792559	0.00390731	0.008927463	0.008927463	YKL222C	YKL222C	YKL222C	biological process unknown || molecular function unknown || YKL222C || 1082341	-1.84	0.186	0.37	NA	NA	NA	0.00014	8.63e-05	0.54	0.22	2e-04	NA	up	TEL	TELO
134	YER175C	874	0.00067273	0.004303166	0.03027557	0.008903379	5.448439716	0.067006135	0.004442747	0.031021879	0.008186895	0.031021879	TMT1	TMT1	YER175C	biological process unknown || trans-aconitate 3-methyltransferase activity || YER175C || 1083236	-1.82	0.191	0.03	NA	NA	NA	0.357	0.306	0.29	0.72	0.997	NA	up	TEL	TELO
135	YEL066W	4937	0.734594084	0.832292123	0.002042177	0.006023751	5.417770631	0.025484026	0.004567974	0.011665809	0.008231118	0.011665809	HPA3	HPA3	YEL066W	histone acetylation || histone acetyltransferase activity || YEL066W || 1086207	-1.8	0.196	0.11	NA	NA	NA	0.065	0.0459	0.62	0.36	0.171	NA	NA	TEL	TELO
136	YFR040W	900	0.000757001	0.00470925	-0.015669658	0.004652434	6.629448906	0.015732244	0.00144845	0.002959672	0.008235354	0.008235354	SAP155	SAP155	YFR040W	G1/S transition of mitotic cell cycle || protein serine/threonine phosphatase activity || YFR040W || 1082019	-1.76	0.205	0.49	NA	NA	NA	0	2.39e-06	0.31	0.17	0	NA	down	TEL	TELO
137	YJL219W	911	0.000795341	0.004886413	0.075108515	0.022390968	2.692627087	0.4941928	0.104938038	0.119363052	0.045002024	0.119363052	HXT9	HXT9	YJL219W	hexose transport || glucose transporter activity* || YJL219W || 1083394	-1.76	0.206	0.12	NA	NA	NA	0.0494	0.0346	0	0.33	0.0822	NA	up	TEL	TELO
138	YIR036C	1691	0.012931731	0.042802424	0.021640325	0.008706124	5.888432899	0.062760405	0.002721758	0.031188834	0.007883595	0.031188834	IRC24	YIR036C	YIR036C	biological process unknown || molecular function unknown || YIR036C || 1081635	-1.75	0.207	0.15	NA	NA	NA	0.0261	0.0176	0.29	0.3	0.0319	NA	NA	TEL	TELO
139	YMR314W	3966	0.374683385	0.528770274	0.004114014	0.004634282	6.731055896	0.037817526	0.001302084	0.003884708	0.008306306	0.008306306	PRE5	PRE5	YMR314W	ubiquitin-dependent protein catabolism || endopeptidase activity || YMR314W || 1084508	-1.72	0.217	0.51	NA	NA	NA	0	9.5e-07	0.52	0.16	0	NA	NA	TEL	TELO
140	YEL073C	4022	0.389521831	0.542057108	0.010255209	0.011917943	5.154102652	0.103993776	0.006049526	0.057496474	0.008781339	0.057496474	YEL073C	YEL073C	YEL073C	biological process unknown || molecular function unknown || YEL073C || 1086463	-1.7	0.22	0.21	NA	NA	NA	0.00714	0.00472	0.5	0.24	0.0012	NA	NA	TEL	TELO
141	YFL065C	3126	0.154973188	0.277410876	-0.0648889	0.045626272	1.787642459	0.845441054	0.512064932	0.419290846	0.099612497	0.419290846	YFL065C	YFL065C	YFL065C	biological process unknown || molecular function unknown || YFL065C || 1081572	-1.69	0.224	0.15	NA	NA	NA	0.0278	0.0186	0.73	0.27	0.0064	NA	NA	TEL	TELO
142	YKR104W	3402	0.212775529	0.350060152	0.011276534	0.009050408	4.068498035	0.032625463	0.021091742	-0.000774753	0.01555387	0.01555387	YKR104W	NA	YKR104W	transport || ATPase activity, coupled to transmembrane movement of substances || YKR104W || 1081776	-1.69	0.223	0.13	NA	NA	NA	0.0455	0.0316	0.68	0.26	0.0027	NA	down	TEL	TELO
143	YNL325C	4445	0.546214873	0.68778196	0.003372152	0.005588198	5.234236696	0.00866186	0.00538203	0.001954204	0.008589025	0.008589025	FIG4	FIG4	YNL325C	cellular morphogenesis during conjugation with cellular fusion || polyphosphoinositide phosphatase activity || YNL325C || 1082661	-1.69	0.224	0.37	NA	NA	NA	0.00014	9.12e-05	0.4	0.19	0	NA	NA	TEL	TELO
144	YER185W	310	1.6e-06	2.88e-05	0.048646605	0.010137952	3.780125585	0.23796145	0.027023749	0.005978782	0.018958067	0.018958067	PUG1	YER185W	YER185W	biological process unknown || molecular function unknown || YER185W || 1082967	-1.66	0.232	0.04	NA	NA	NA	0.315	0.265	0.23	0.54	0.893	NA	NA	TEL	TELO
145	YJR161C	420	1.12e-05	0.00014974	0.036247608	0.008253289	5.669383725	0.163290002	0.00462414	0.025850582	0.007988592	0.025850582	COS5	COS5	YJR161C	biological process unknown || molecular function unknown || YJR161C || 1085591	-1.66	0.233	0.08	NA	NA	NA	0.116	0.0862	0.24	0.38	0.238	NA	up	TEL	TELO
146	YJR151C	123	7.94e-10	3.61e-08	0.058051941	0.009445298	5.267051349	0.254786213	0.00589527	0.034017968	0.008517388	0.034017968	DAN4	DAN4	YJR151C	biological process unknown || molecular function unknown || YJR151C || 1080766	-1.65	0.234	0.12	NA	NA	NA	0.0593	0.0419	0.37	0.33	0.0783	NA	up	TEL	TELO
147	YHL036W	3491	0.234500704	0.375966897	0.011322339	0.009523815	6.387100207	0.073397972	0.001825545	0.038754032	0.008032774	0.038754032	MUP3	MUP3	YHL036W	amino acid transport || L-methionine transporter activity || YHL036W || 1085235	-1.64	0.236	0.03	NA	NA	NA	0.331	0.28	0.3	0.6	0.958	NA	NA	TEL	TELO
148	YEL065W	2287	0.044216242	0.108175178	0.026745977	0.013292998	5.631369023	0.173710401	0.003774013	0.075281376	0.008013102	0.075281376	SIT1	SIT1	YEL065W	iron ion homeostasis* || siderophore-iron (ferrioxamine) uptake transporter activity || YEL065W || 1086616	-1.62	0.241	0.01	NA	NA	NA	0.68	0.643	-0.79	1.54	1	NA	NA	TEL	TELO
149	YKR099W	1077	0.001931793	0.010039226	-0.027702835	0.008934891	5.720047964	0.101946018	0.003842046	0.031874067	0.007957807	0.031874067	BAS1	BAS1	YKR099W	transcription from RNA polymerase II promoter* || RNA polymerase II transcription factor activity || YKR099W || 1081852	-1.61	0.246	0.28	NA	NA	NA	0.00129	0.000935	0.26	0.21	1e-04	NA	down	TEL	TELO
150	YER176W	1760	0.015507814	0.04931661	-0.011766541	0.00486161	6.069121439	0.023752761	0.00265032	0.007923838	0.007906821	0.007923838	ECM32	ECM32	YER176W	regulation of translational termination || DNA helicase activity* || YER176W || 1086806	-1.59	0.251	0.18	NA	NA	NA	0.0147	0.00952	0.56	0.26	0.0034	NA	down	TEL	TELO
151	YIR028W	3532	0.243807802	0.386351152	0.020229164	0.017356314	5.603599687	0.652227353	0.004397993	0.130374301	0.008032515	0.130374301	DAL4	DAL4	YIR028W	allantoin transport || allantoin permease activity || YIR028W || 1082084	-1.58	0.253	0.01	NA	NA	NA	0.675	0.637	1.16	1.2	1	NA	NA	TEL	TELO
152	YHL032C	1465	0.006744959	0.025781637	0.016132204	0.005954643	6.349347204	0.039381767	0.001750829	0.014112601	0.008006035	0.014112601	GUT1	GUT1	YHL032C	glycerol metabolism || glycerol kinase activity || YHL032C || 1083896	-1.55	0.262	0.01	NA	NA	NA	0.561	0.515	-0.64	0.93	1	NA	up	TEL	TELO
153	YER173W	5201	0.837205475	0.900949634	-0.001437374	0.006995564	4.925502243	0.032799571	0.007858034	0.014036266	0.009528862	0.014036266	RAD24	RAD24	YER173W	meiotic recombination* || DNA clamp loader activity || YER173W || 1080880	-1.52	0.271	0.24	NA	NA	NA	0.00324	0.0022	0.49	0.21	1e-04	NA	NA	TEL	TELO
